result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,w_center_control,b_center_control,white_piece_activity,black_piece_activity,eval_after_move_15
1-0,70,Larsen's Opening,white,7,7,True,True,16,26,0.4705882352941176,0.6666666666666667,3.014388489208633,3.0215827338129495,38.388489208633096,36.74820143884892,0.3
0-1,76,Reti Opening,black,16,16,True,True,24,50,0.33333333333333337,1.7272727272727273,1.4133333333333333,2.72,24.553333333333335,32.36666666666667,1.36
1-0,95,Bird's Opening,white,7,7,False,True,28,18,1.2,0.8717948717948717,2.9523809523809526,1.582010582010582,31.06878306878307,23.26984126984127,-1.04
1-0,36,Larsen's Opening,white,10,10,False,False,30,2,0.43750000000000006,1.0,3.1690140845070425,2.1267605633802815,36.985915492957744,28.704225352112676,-1.1
1-0,124,Larsen's Opening,white,16,16,True,False,18,10,2.0434782608695654,1.0909090909090908,1.8866396761133604,1.6437246963562753,28.210526315789473,18.534412955465587,-0.15
0-1,42,Reti Opening,black,17,17,True,True,12,28,0.525,1.129032258064516,2.707317073170732,2.926829268292683,33.48780487804878,35.75609756097561,0.7
1-0,95,English Opening,white,14,14,False,True,14,22,1.413793103448276,1.2500000000000002,2.6296296296296298,2.005291005291005,29.513227513227513,24.17989417989418,0.15
1-0,113,English Opening,white,8,8,True,True,12,22,2.4545454545454546,1.03,2.5733333333333333,2.151111111111111,30.72,28.715555555555557,-1.13
1-0,76,Bird's Opening,white,19,19,False,True,14,12,0.2608695652173913,0.5102040816326531,3.3178807947019866,2.205298013245033,29.172185430463575,21.192052980132452,0.17
1-0,36,Bird's Opening,white,12,12,True,False,14,10,0.5348837209302325,1.0,3.0985915492957745,2.8028169014084505,36.25352112676056,34.014084507042256,-0.65
1-0,46,Bird's Opening,white,8,8,True,True,0,16,0.9767441860465115,1.4210526315789473,2.2527472527472527,1.934065934065934,30.956043956043956,30.12087912087912,-0.22
1-0,59,Queen's Pawn Opening,white,12,12,True,True,14,16,0.490566037735849,0.9807692307692308,2.7606837606837606,2.41025641025641,35.58119658119658,33.99145299145299,0.19
0-1,87,Benko's Opening,black,17,17,False,True,16,20,0.5,0.7317073170731708,1.8255813953488371,2.308139534883721,23.406976744186046,32.0406976744186,-0.74
0-1,63,Benko's Opening,black,8,8,True,False,10,22,0.6129032258064516,0.44,2.346774193548387,1.153225806451613,24.39516129032258,28.612903225806452,1.27
1/2-1/2,125,Dunst Opening,draw,9,9,True,False,30,4,0.22033898305084748,1.4285714285714286,2.0524193548387095,1.782258064516129,28.217741935483872,17.266129032258064,2.71
1/2-1/2,182,Queen's Pawn Opening,draw,20,20,True,True,22,12,4.857142857142857,2.608695652173913,1.7327823691460056,1.4958677685950412,24.333333333333332,16.647382920110193,0.09
1-0,147,English Opening,white,14,14,False,True,20,20,0.2543859649122807,0.7333333333333333,1.8498293515358362,1.1331058020477816,24.679180887372013,15.703071672354948,-0.39
0-1,97,Reti Opening,black,19,19,True,True,18,22,0.5227272727272727,1.72,2.2239583333333335,1.5052083333333333,25.390625,26.041666666666668,0.69
1/2-1/2,117,Bird's Opening,draw,18,18,True,True,18,30,0.5306122448979592,0.8076923076923077,1.6351931330472103,1.8369098712446352,17.030042918454935,26.858369098712448,-0.25
0-1,48,Benko's Opening,black,6,6,True,True,8,12,0.5957446808510638,0.84,2.1702127659574466,2.521276595744681,31.20212765957447,34.56382978723404,0.37
0-1,73,"English, Symmetrical Variation",black,9,9,False,True,20,16,0.7083333333333334,0.918032786885246,1.4305555555555556,2.9305555555555554,24.583333333333332,31.395833333333332,-4.84
0-1,46,Reti Opening,black,7,7,True,True,2,34,0.411764705882353,3.8461538461538463,2.3444444444444446,3.433333333333333,27.4,36.08888888888889,0.05
0-1,61,Bird's Opening,black,16,16,True,True,12,48,0.9,0.7142857142857143,2.0416666666666665,2.625,29.475,34.65833333333333,-0.7
0-1,79,Reti Opening,black,20,20,True,True,10,14,0.6896551724137931,0.6666666666666667,1.8397435897435896,2.6153846153846154,21.608974358974358,28.243589743589745,0.48
1-0,57,Bird's Opening,white,20,20,False,True,10,16,1.0425531914893615,0.8666666666666667,2.6991150442477876,2.6106194690265485,31.548672566371682,28.849557522123895,-1.27
1-0,91,Dunst Opening,white,5,5,False,True,24,16,0.2727272727272727,1.5217391304347827,2.6629834254143647,1.9558011049723756,32.4585635359116,24.77900552486188,-0.66
0-1,51,Queen's Pawn Opening,black,5,5,False,False,12,8,0.33333333333333337,0.5384615384615384,2.19,2.44,31.36,30.96,-1.53
0-1,30,Dunst Opening,black,10,10,True,True,10,22,1.2777777777777777,0.7142857142857143,2.9655172413793105,2.4482758620689653,31.017241379310345,35.86206896551724,-0.88
1-0,73,Dunst Opening,white,7,7,True,False,4,10,0.6779661016949152,1.0,2.7586206896551726,2.4413793103448276,27.979310344827585,24.868965517241378,-0.36
0-1,52,Dunst Opening,black,11,11,True,True,10,30,0.6923076923076924,0.1851851851851852,2.656862745098039,3.3137254901960786,30.147058823529413,37.009803921568626,-0.07
0-1,74,Queen's Pawn Opening,black,16,16,True,True,10,10,0.88,1.1529411764705884,2.143835616438356,3.171232876712329,28.143835616438356,36.47260273972603,0.08
1-0,96,Benko's Opening,white,19,19,False,True,18,22,0.5974025974025974,1.4166666666666667,2.7068062827225132,1.9109947643979057,27.973821989528794,26.926701570680628,0.2
1-0,71,Reti Opening,white,20,20,True,True,30,14,1.0555555555555556,0.92,2.8439716312056738,2.8085106382978724,33.765957446808514,24.907801418439718,2.46
1-0,114,Reti Opening,white,19,19,True,False,36,8,0.21875000000000003,0.625,1.6872246696035242,1.4845814977973568,27.29955947136564,16.202643171806166,-0.28
1-0,58,King' s Pawn Opening,white,15,15,True,True,28,12,1.7727272727272727,0.9318181818181819,3.1739130434782608,2.5478260869565217,36.93043478260869,30.408695652173915,-1.25
1-0,49,"French, Two Knights Variation",white,16,16,False,False,30,20,1.1219512195121952,0.75,3.443298969072165,2.3711340206185567,38.4639175257732,28.876288659793815,0.31
0-1,67,English Opening,black,8,8,True,True,28,16,0.5,1.7179487179487178,2.4393939393939394,2.787878787878788,31.09090909090909,33.81818181818182,0.47
1-0,71,Reti Opening,white,11,11,False,True,22,14,0.36363636363636365,0.6190476190476191,2.6666666666666665,2.0,33.3758865248227,24.00709219858156,0.79
1-0,68,Dunst Opening,white,17,17,False,False,16,8,0.37254901960784315,0.7000000000000001,2.903703703703704,1.8814814814814815,33.93333333333333,24.48148148148148,2.38
0-1,81,Bird's Opening,black,14,14,False,True,8,22,0.2923076923076923,0.49367088607594933,1.6,2.34375,22.51875,32.25625,-2.27
0-1,44,Queen's Pawn Opening,black,15,15,True,True,6,42,0.9677419354838711,0.9696969696969696,2.5930232558139537,2.7790697674418605,32.13953488372093,35.43023255813954,-0.92
1-0,62,Queen's Pawn Opening,white,11,11,False,True,32,12,0.6612903225806451,0.896551724137931,3.3008130081300813,2.8536585365853657,40.02439024390244,31.097560975609756,0.18
1-0,52,Queen's Pawn Opening,white,6,6,True,False,6,12,1.4210526315789476,0.6666666666666666,3.4854368932038833,2.970873786407767,35.05825242718446,29.62135922330097,0.91
1-0,53,Larsen's Opening,white,15,15,True,True,34,14,1.409090909090909,0.728813559322034,2.7523809523809524,2.8190476190476192,37.17142857142857,36.352380952380955,0.46
1-0,66,Benko's Opening,white,13,13,True,True,8,16,1.033898305084746,0.6744186046511628,2.2213740458015265,2.1603053435114505,29.885496183206108,24.213740458015266,-0.73
0-1,59,King' s Pawn Opening,black,16,16,True,False,18,16,1.236842105263158,1.8333333333333333,2.6724137931034484,3.4224137931034484,32.55172413793103,34.543103448275865,0.06
1-0,61,Larsen's Opening,white,7,7,True,False,32,8,0.5925925925925926,0.6818181818181818,2.43801652892562,2.56198347107438,30.884297520661157,29.40495867768595,3.61
0-1,40,Nimzo-Indian Defense,black,19,19,False,True,0,30,0.20512820512820515,6.5,3.358974358974359,2.358974358974359,34.06410256410256,33.82051282051282,1.1
1-0,76,King' s Pawn Opening,white,7,7,True,True,22,20,1.072463768115942,0.673469387755102,2.9006622516556293,1.913907284768212,35.64238410596027,22.0,1.61
1-0,41,Bird's Opening,white,16,16,True,False,22,24,0.5,0.5161290322580645,2.246913580246914,1.9259259259259258,34.82716049382716,33.71604938271605,0.14
0-1,46,Larsen's Opening,black,14,14,True,False,18,38,1.6153846153846152,1.5384615384615383,2.577777777777778,3.1666666666666665,30.58888888888889,37.077777777777776,-0.03
0-1,47,Bird's Opening,black,10,10,True,False,14,12,1.8333333333333335,0.5,1.9021739130434783,2.5,32.45652173913044,33.70652173913044,-0.43
0-1,36,Benko's Opening,black,8,8,True,True,14,8,0.8125,1.0666666666666667,3.3714285714285714,3.242857142857143,35.92857142857143,36.32857142857143,0.39
1-0,41,Bird's Opening,white,15,15,False,False,10,4,1.3636363636363638,0.6764705882352942,2.925925925925926,2.7777777777777777,35.77777777777778,33.48148148148148,-1.66
0-1,46,Larsen's Opening,black,11,11,False,True,8,12,3.466666666666667,1.0294117647058825,1.8777777777777778,2.5444444444444443,28.233333333333334,35.32222222222222,-1.31
0-1,60,Queen's Pawn Opening,black,16,16,True,True,6,12,1.3142857142857143,0.911764705882353,2.135593220338983,3.2966101694915255,30.805084745762713,35.00847457627118,0.46
1/2-1/2,140,Reti Opening,draw,14,14,False,True,16,18,0.2764227642276423,0.5324675324675324,2.0863309352517985,2.053956834532374,26.823741007194243,18.359712230215827,-0.1
0-1,74,Benko's Opening,black,6,6,False,True,14,34,0.6666666666666666,0.32,1.7876712328767124,2.5684931506849313,21.335616438356166,31.45205479452055,-0.11
0-1,57,Reti Opening,black,12,12,True,True,12,10,0.96875,2.269230769230769,2.2410714285714284,2.732142857142857,29.0625,31.169642857142858,0.41
0-1,45,"English, Agincourt Defense",black,13,13,True,True,8,14,0.5849056603773586,0.5,3.4545454545454546,2.9545454545454546,33.98863636363637,36.65909090909091,0.48
1-0,73,"English, Symmetrical Variation",white,6,6,True,True,18,14,0.30645161290322576,0.5238095238095238,2.303448275862069,2.0206896551724136,30.510344827586206,25.47586206896552,0.5
1-0,38,Reti Opening,white,13,13,True,True,16,10,1.3333333333333335,0.7499999999999999,3.3733333333333335,3.026666666666667,34.56,31.946666666666665,0.62
1/2-1/2,130,Bird's Opening,draw,6,6,True,True,26,18,0.1262135922330097,0.7272727272727272,2.124031007751938,1.748062015503876,26.593023255813954,14.290697674418604,-3.65
0-1,49,Benko's Opening,black,17,17,True,True,20,30,0.5483870967741935,0.5384615384615384,2.1458333333333335,2.8229166666666665,25.479166666666668,32.4375,-0.03
1-0,57,Benko's Opening,white,14,14,True,True,20,18,0.3529411764705882,0.606060606060606,2.646017699115044,2.327433628318584,32.51327433628319,28.56637168141593,-0.21
1-0,39,Dunst Opening,white,17,17,True,False,30,10,0.787878787878788,1.09375,3.168831168831169,3.168831168831169,35.77922077922078,35.20779220779221,-0.14
0-1,59,Benko's Opening,black,13,13,True,True,8,26,3.1250000000000004,1.6153846153846154,2.2155172413793105,2.543103448275862,24.81896551724138,32.525862068965516,-0.85
0-1,34,Benko's Opening,black,10,10,True,True,14,26,0.5333333333333334,0.5357142857142857,2.393939393939394,2.6818181818181817,31.40909090909091,36.515151515151516,1.38
0-1,61,Bird's Opening,black,9,9,False,True,6,38,0.676923076923077,2.2666666666666666,2.1333333333333333,2.6416666666666666,26.183333333333334,36.13333333333333,-2.61
1-0,59,Reti Opening,white,11,11,True,True,12,6,1.9024390243902438,1.0784313725490198,3.1623931623931623,2.658119658119658,36.52136752136752,30.307692307692307,0.22
1-0,80,King' s Pawn Opening,white,13,13,True,False,38,2,2.142857142857143,1.76,2.40251572327044,1.559748427672956,28.748427672955973,18.037735849056602,0.56
0-1,38,Queen's Pawn Opening,black,14,14,False,True,8,20,0.7,1.2352941176470587,3.5675675675675675,3.108108108108108,34.54054054054054,34.32432432432432,0.66
1-0,33,"English, Symmetrical Variation",white,18,18,True,True,18,12,0.7297297297297297,0.6842105263157895,2.523076923076923,2.2,34.55384615384615,35.56923076923077,-0.94
0-1,76,Bird's Opening,black,19,19,True,True,14,34,1.208955223880597,0.9142857142857144,2.04,2.2933333333333334,30.053333333333335,33.4,-0.59
1-0,47,Dunst Opening,white,17,17,True,True,40,8,0.38775510204081637,1.2962962962962965,2.913978494623656,2.924731182795699,35.903225806451616,30.838709677419356,-1.04
1-0,41,Reti Opening,white,8,8,True,True,26,2,1.1199999999999999,0.7021276595744682,3.2839506172839505,2.345679012345679,37.098765432098766,31.049382716049383,0.76
1-0,60,Queen's Pawn Opening,white,10,10,True,True,42,16,0.5757575757575758,0.43181818181818177,2.6638655462184873,2.19327731092437,34.15966386554622,26.092436974789916,0.81
1-0,48,Larsen's Opening,white,9,9,False,True,8,6,1.1794871794871795,0.3333333333333333,2.957894736842105,2.7157894736842105,37.34736842105263,32.66315789473684,-1.71
1/2-1/2,141,Bird's Opening,draw,18,18,True,True,20,24,1.36,0.6666666666666667,1.4697508896797153,2.3380782918149468,18.245551601423486,26.448398576512457,-0.76
1/2-1/2,130,Reti Opening,draw,20,20,True,True,10,34,0.25,0.7428571428571429,1.5714285714285714,1.3976833976833978,24.486486486486488,18.07335907335907,1.28
1-0,66,English Opening,white,11,11,True,False,14,4,1.542857142857143,1.0294117647058822,2.450381679389313,1.8854961832061068,32.091603053435115,21.984732824427482,-0.03
1-0,98,Larsen's Opening,white,11,11,True,True,16,10,1.75,0.8999999999999999,1.9743589743589745,2.312820512820513,23.907692307692308,23.148717948717948,-0.61
1-0,65,Bird's Opening,white,16,16,True,True,20,6,0.5405405405405406,1.1176470588235294,2.3410852713178296,2.062015503875969,31.844961240310077,24.5968992248062,-1.12
0-1,33,"English, Symmetrical Variation",black,20,20,True,False,22,38,0.46874999999999994,2.0,3.28125,2.46875,31.953125,34.359375,-1.69
0-1,79,Dunst Opening,black,14,14,False,False,6,22,1.3103448275862069,0.7297297297297297,2.33974358974359,1.9615384615384615,22.993589743589745,27.608974358974358,0.53
0-1,63,"English, Agincourt Defense",black,14,14,True,True,8,12,1.3214285714285714,0.9795918367346937,2.1774193548387095,2.2016129032258065,24.024193548387096,30.193548387096776,0.0
0-1,99,King' s Pawn Opening,black,19,19,True,True,12,22,0.3787878787878788,1.4761904761904763,1.7959183673469388,2.673469387755102,24.066326530612244,27.698979591836736,-0.82
0-1,54,"English, Agincourt Defense",black,14,14,False,False,4,14,0.8292682926829268,1.1666666666666667,1.6415094339622642,2.5754716981132075,23.90566037735849,30.82075471698113,-1.4
1-0,93,Reti Opening,white,12,12,True,True,64,16,0.45454545454545453,1.1081081081081081,2.7945945945945945,1.6432432432432433,31.145945945945947,19.864864864864863,0.56
1-0,71,Queen's Indian Defense,white,10,10,True,True,44,30,1.0416666666666667,1.0416666666666667,2.4680851063829787,2.631205673758865,33.5177304964539,29.375886524822697,0.16
0-1,48,Larsen's Opening,black,6,6,True,False,16,34,0.8043478260869565,0.9696969696969697,2.202127659574468,2.75531914893617,29.70212765957447,38.180851063829785,-0.87
0-1,50,Queen's Pawn Opening,black,16,16,False,True,4,28,0.5217391304347826,0.4393939393939394,2.479591836734694,2.8877551020408165,30.3265306122449,38.19387755102041,0.78
0-1,79,English Opening,black,11,11,False,False,12,18,0.6111111111111112,1.7837837837837835,1.7692307692307692,3.269230769230769,26.307692307692307,29.487179487179485,0.41
1/2-1/2,43,King' s Pawn Opening,draw,16,16,True,True,6,26,1.1142857142857143,1.0571428571428572,2.9411764705882355,3.5294117647058822,34.141176470588235,36.411764705882355,2.06
1-0,49,Sicilian Defense,white,13,13,False,False,16,12,0.4857142857142857,0.4583333333333333,2.752577319587629,2.051546391752577,35.175257731958766,28.969072164948454,-0.98
0-1,62,Bird's Opening,black,10,10,True,True,30,44,0.6896551724137931,0.523076923076923,2.7131147540983607,2.7049180327868854,25.959016393442624,35.66393442622951,0.55
0-1,66,Reti Opening,black,13,13,True,True,16,22,0.17391304347826086,1.375,1.9307692307692308,2.4692307692307693,26.946153846153845,33.353846153846156,-0.44
0-1,86,Queen's Pawn Opening,black,11,11,False,True,16,14,0.3125,0.2978723404255319,2.6,2.3,23.064705882352943,22.91764705882353,0.11
0-1,46,Larsen's Opening,black,9,9,True,True,12,28,0.6129032258064515,0.16666666666666666,1.7444444444444445,3.066666666666667,29.033333333333335,37.77777777777778,-0.08
0-1,51,Bird's Opening,black,15,15,True,True,4,16,0.35294117647058826,2.4166666666666665,2.87,3.13,35.78,38.41,-0.26
1-0,89,Alekhine's Defense,white,19,19,False,False,28,12,0.48529411764705876,0.8604651162790699,2.937853107344633,2.480225988700565,30.65536723163842,23.033898305084747,1.32
1-0,78,Larsen's Opening,white,8,8,True,True,26,16,0.380952380952381,0.6027397260273973,2.4838709677419355,2.567741935483871,30.625806451612902,26.858064516129033,0.07
0-1,65,Benko's Opening,black,13,13,True,True,16,20,1.3636363636363635,1.380952380952381,2.15625,2.59375,26.1640625,31.2265625,0.02
1-0,92,Queen's Pawn Opening,white,16,16,True,True,18,20,1.9583333333333333,0.5217391304347826,2.5956284153005464,1.8360655737704918,29.69945355191257,20.825136612021858,0.33
0-1,70,Reti Opening,black,9,9,True,True,10,18,0.44827586206896547,1.5833333333333333,2.318840579710145,2.050724637681159,28.02173913043478,32.42028985507246,-2.04
0-1,44,King' s Pawn Opening,black,14,14,True,True,8,34,0.9705882352941178,1.870967741935484,2.8255813953488373,2.7093023255813953,33.77906976744186,34.76744186046512,1.3
1-0,30,Dunst Opening,white,17,17,True,True,20,16,0.7499999999999999,0.8695652173913044,3.169491525423729,2.2203389830508473,38.932203389830505,30.661016949152543,0.69
1-0,39,King' s Pawn Opening,white,16,16,True,True,2,6,0.7837837837837838,1.1176470588235294,3.5194805194805197,2.5714285714285716,36.883116883116884,33.62337662337662,0.71
0-1,58,"English, Agincourt Defense",black,7,7,False,False,8,22,1.4782608695652175,6.714285714285715,2.0701754385964914,2.5,26.67543859649123,34.51754385964912,0.41
1-0,72,Bird's Opening,white,12,12,True,False,34,6,1.25,0.3863636363636364,2.839160839160839,2.174825174825175,34.31468531468531,24.496503496503497,1.29
1-0,73,Benko's Opening,white,7,7,True,True,12,6,0.8378378378378379,1.1025641025641026,1.8551724137931034,2.6551724137931036,29.613793103448277,32.744827586206895,-1.01
1-0,64,Queen's Pawn Opening,white,11,11,True,True,20,18,0.7333333333333334,1.8275862068965518,2.5118110236220472,2.141732283464567,31.47244094488189,27.236220472440944,-1.5
1-0,55,Benko's Opening,white,7,7,True,True,32,10,0.27692307692307694,0.46,3.073394495412844,2.293577981651376,33.55045871559633,28.376146788990827,-0.26
0-1,58,Queen's Pawn Game,black,10,10,False,True,20,28,1.105263157894737,0.7727272727272727,2.526315789473684,1.8070175438596492,27.92105263157895,31.973684210526315,0.48
1-0,85,Dunst Opening,white,7,7,False,False,20,4,1.717948717948718,1.087719298245614,2.42603550295858,2.1479289940828403,29.272189349112427,25.254437869822485,-0.04
0-1,47,Benko's Opening,black,8,8,False,True,38,24,0.4210526315789474,1.6666666666666667,2.8043478260869565,2.9239130434782608,33.869565217391305,33.04347826086956,0.35
1-0,49,Larsen's Opening,white,12,12,True,True,10,18,0.8064516129032258,1.04,1.9484536082474226,2.4536082474226806,30.896907216494846,25.237113402061855,-0.95
0-1,42,Larsen's Opening,black,16,16,False,True,14,2,3.0,0.65,2.3658536585365852,2.9146341463414633,29.158536585365855,32.09756097560975,-1.3
1-0,59,Queen's Pawn Opening,white,5,5,True,True,14,12,1.0833333333333333,1.5625000000000002,3.1794871794871793,2.2564102564102564,36.53846153846154,25.376068376068375,2.1
1/2-1/2,158,English Opening,draw,12,12,False,False,20,10,0.4513274336283186,1.4487179487179487,1.8222222222222222,1.673015873015873,21.514285714285716,20.51746031746032,-0.16
1/2-1/2,151,"English, King's Indian Variation",draw,11,11,True,True,20,22,0.3170731707317073,2.2777777777777777,1.8666666666666667,1.2333333333333334,22.666666666666668,17.89666666666667,-0.43
0-1,53,Reti Opening,black,18,18,True,True,26,20,0.2391304347826087,1.0250000000000001,2.875,2.0576923076923075,33.95192307692308,35.43269230769231,-0.31
0-1,45,Bird's Opening,black,6,6,False,False,6,62,0.7027027027027027,1.4137931034482758,1.4772727272727273,3.0795454545454546,28.295454545454547,38.01136363636363,-1.57
1-0,34,Queen's Pawn Opening,white,11,11,False,False,22,4,0.911764705882353,0.8648648648648648,2.8955223880597014,2.7313432835820897,35.64179104477612,30.47761194029851,-0.01
1-0,42,King' s Pawn Opening,white,8,8,True,False,14,20,1.3750000000000002,1.7,1.4578313253012047,2.433734939759036,30.518072289156628,32.024096385542165,-1.59
0-1,31,Bird's Opening,black,13,13,True,False,8,4,0.9642857142857144,0.9285714285714287,2.5166666666666666,2.7,33.083333333333336,35.983333333333334,-0.45
1-0,38,Reti Opening,white,16,16,False,True,10,18,1.076923076923077,1.0384615384615385,2.48,2.973333333333333,34.6,32.54666666666667,-0.09
0-1,67,King' s Pawn Opening,black,7,7,False,False,26,24,3.368421052631579,0.6571428571428571,1.5606060606060606,2.3257575757575757,22.189393939393938,26.53787878787879,0.59
0-1,35,English Opening,black,20,20,False,True,12,20,0.8666666666666666,0.5384615384615384,2.8823529411764706,3.25,33.86764705882353,36.98529411764706,0.2
1/2-1/2,168,Benko's Opening,draw,20,20,True,True,6,10,1.5263157894736843,1.0,0.9074626865671642,1.6656716417910449,13.570149253731342,21.37313432835821,0.47
0-1,65,Bird's Opening,black,13,13,True,True,14,26,1.7407407407407407,0.6101694915254238,1.890625,2.671875,22.90625,31.640625,-1.05
0-1,26,"English, Mikenas-Carls Variation",black,15,15,True,True,8,18,0.5294117647058824,0.7096774193548387,2.72,2.76,33.96,36.46,0.12
0-1,53,Queen's Pawn Opening,black,18,18,True,True,4,24,2.8333333333333335,1.25,2.0576923076923075,2.769230769230769,23.153846153846153,35.03846153846154,-0.95
1-0,69,Dunst Opening,white,7,7,False,False,20,6,1.8,0.8333333333333334,2.875912408759124,2.124087591240876,29.73722627737226,24.080291970802918,-0.58
0-1,82,Queen's Pawn Opening,black,11,11,True,True,12,18,0.5714285714285714,0.40277777777777785,1.8209876543209877,2.462962962962963,25.32716049382716,30.919753086419753,0.61
1-0,36,Larsen's Opening,white,12,12,True,True,16,2,1.0,1.272727272727273,3.3943661971830985,1.7887323943661972,39.563380281690144,23.281690140845072,0.96
1-0,65,Reti Opening,white,17,17,True,True,12,20,0.9,0.5510204081632653,2.7131782945736433,3.441860465116279,32.62015503875969,36.2093023255814,0.67
1-0,68,Dunst Opening,white,15,15,False,True,46,18,0.7,1.5,2.6444444444444444,1.8148148148148149,29.785185185185185,23.918518518518518,0.48
0-1,54,Queen's Pawn Opening,black,12,12,True,False,14,2,0.8888888888888888,0.38983050847457623,2.5754716981132075,2.7452830188679247,32.84905660377358,34.77358490566038,0.64
0-1,50,King' s Pawn Opening,black,19,19,True,True,2,14,0.34615384615384615,3.2105263157894735,1.9795918367346939,2.9285714285714284,26.79591836734694,29.56122448979592,-0.4
1-0,101,Reti Opening,white,6,6,True,True,26,8,0.5,0.6296296296296297,2.029850746268657,2.0398009950248754,33.08955223880597,24.45273631840796,2.96
1-0,65,Benko's Opening,white,8,8,True,True,24,18,0.9047619047619048,1.6363636363636365,2.4651162790697674,2.13953488372093,28.976744186046513,26.627906976744185,0.06
0-1,61,Benko's Opening,black,12,12,True,True,12,10,0.7073170731707318,1.7857142857142858,2.25,2.0416666666666665,25.541666666666668,29.883333333333333,0.64
1-0,116,English Opening,white,9,9,True,False,18,8,0.32558139534883723,1.0344827586206897,3.186147186147186,1.619047619047619,29.216450216450216,24.67965367965368,1.37
1/2-1/2,109,King' s Pawn Opening,draw,17,17,False,False,10,16,1.2413793103448276,0.3373493975903615,1.8935185185185186,2.7777777777777777,23.47685185185185,28.89351851851852,0.82
0-1,39,"English, Mikenas-Carls Variation",black,13,13,False,False,0,12,0.8333333333333335,0.9090909090909091,2.6052631578947367,2.789473684210526,31.960526315789473,35.078947368421055,0.88
1-0,111,Reti Opening,white,8,8,True,False,48,12,0.32941176470588235,0.75,2.425339366515837,1.5475113122171946,33.02714932126697,20.850678733031675,0.66
0-1,84,Dunst Opening,black,20,20,False,True,6,28,1.1176470588235297,0.7999999999999999,1.7650602409638554,2.5060240963855422,18.650602409638555,26.53012048192771,0.36
0-1,71,Sicilian Defense,black,15,15,True,True,12,30,1.425,0.29230769230769227,1.75,2.842857142857143,28.135714285714286,30.814285714285713,0.33
0-1,63,Dunst Opening,black,15,15,False,False,2,14,1.368421052631579,0.6428571428571429,2.4516129032258065,2.9516129032258065,23.822580645161292,30.120967741935484,0.06
0-1,116,Reti Opening,black,17,17,True,True,18,18,0.5483870967741935,0.6071428571428571,1.9217391304347826,2.3521739130434782,24.678260869565218,27.4,-0.06
1/2-1/2,205,"English, Agincourt Defense",draw,17,17,False,True,14,16,1.7209302325581395,1.8157894736842104,1.6004901960784315,1.3970588235294117,19.41176470588235,21.17401960784314,0.02
1-0,46,Bird's Opening,white,16,16,True,True,10,16,0.5,0.7096774193548387,2.978021978021978,1.9230769230769231,33.72527472527472,26.813186813186814,-0.38
1/2-1/2,200,Reti Opening,draw,20,20,True,True,14,36,0.2673267326732673,0.638888888888889,1.3884711779448622,2.107769423558897,17.31578947368421,25.00250626566416,0.64
1-0,80,Queen's Pawn Opening,white,20,20,True,True,26,6,0.5344827586206896,0.5161290322580645,2.5723270440251573,1.4276729559748427,31.270440251572328,22.238993710691823,-2.64
1-0,67,Dunst Opening,white,5,5,False,True,6,16,1.68,0.8405797101449275,2.2857142857142856,2.5037593984962405,31.24812030075188,29.112781954887218,-2.52
0-1,43,English Opening,black,5,5,True,True,12,16,1.5555555555555554,0.5,2.8452380952380953,2.488095238095238,29.178571428571427,32.714285714285715,-0.09
0-1,32,Benko's Opening,black,17,17,True,False,18,8,0.5384615384615384,0.6451612903225806,2.935483870967742,2.6451612903225805,34.12903225806452,35.67741935483871,0.2
0-1,68,Dunst Opening,black,20,20,True,False,2,22,0.979591836734694,0.7636363636363636,2.08955223880597,2.6194029850746268,26.761194029850746,29.238805970149254,0.04
1/2-1/2,136,Bird's Opening,draw,20,20,True,True,30,34,0.38596491228070173,0.8703703703703705,1.7333333333333334,2.3333333333333335,25.714814814814815,26.803703703703704,-0.48
0-1,47,Bird's Opening,black,20,20,True,True,18,22,0.5208333333333334,2.0416666666666665,3.0869565217391304,3.152173913043478,34.81521739130435,36.30434782608695,0.46
0-1,79,Dunst Opening,black,13,13,False,False,34,38,0.5,2.6818181818181817,2.141025641025641,2.326923076923077,24.096153846153847,29.974358974358974,-2.05
1-0,39,Queen's Pawn Opening,white,16,16,True,True,18,14,0.8857142857142857,0.8421052631578948,3.4545454545454546,2.6233766233766236,36.74025974025974,36.03896103896104,-0.08
1-0,37,"English, Mikenas-Carls Variation",white,12,12,True,False,30,26,0.39473684210526316,1.7333333333333334,3.493150684931507,2.356164383561644,36.32876712328767,27.356164383561644,3.76
0-1,76,Larsen's Opening,black,16,16,True,True,30,26,0.2058823529411765,5.285714285714286,2.066666666666667,2.966666666666667,21.106666666666666,32.026666666666664,-0.48
1-0,62,Benko's Opening,white,10,10,True,False,20,10,0.9583333333333335,2.043478260869565,2.3252032520325203,2.3333333333333335,28.878048780487806,23.934959349593495,-0.55
1-0,115,Larsen's Opening,white,18,18,False,True,40,8,0.49382716049382713,0.37499999999999994,1.6069868995633187,1.244541484716157,23.733624454148472,16.53711790393013,1.27
1-0,47,King' s Pawn Opening,white,19,19,True,True,34,12,0.7346938775510204,0.31481481481481477,2.3763440860215055,2.946236559139785,34.54838709677419,31.677419354838708,3.39
0-1,56,English Opening,black,10,10,False,False,2,14,1.5,0.7575757575757576,2.7818181818181817,3.0636363636363635,26.490909090909092,31.37272727272727,0.79
