result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,w_center_control,b_center_control,white_piece_activity,black_piece_activity,eval_after_move_15
1-0,46,Dunst Opening,white,17,17,True,True,18,6,1.3076923076923075,0.7837837837837837,2.6923076923076925,2.901098901098901,33.857142857142854,31.494505494505493,-0.63
1-0,48,Bird's Opening,white,14,14,True,True,40,18,0.9487179487179487,0.7948717948717948,3.094736842105263,2.2,34.473684210526315,30.45263157894737,-2.15
1-0,70,Larsen's Opening,white,13,13,False,True,28,10,3.444444444444444,0.19767441860465118,2.1510791366906474,1.5467625899280575,33.07194244604317,28.906474820143885,1.44
0-1,41,Dunst Opening,black,19,19,False,True,12,16,1.2,0.37037037037037035,3.1375,2.8875,32.8375,37.575,0.89
1-0,30,Dunst Opening,white,19,19,True,False,8,6,0.8888888888888888,0.3,3.440677966101695,2.3728813559322033,36.79661016949152,31.508474576271187,1.43
1-0,66,Larsen's Opening,white,20,20,True,True,44,28,0.5531914893617021,0.7454545454545454,3.0229007633587788,1.9694656488549618,31.763358778625953,25.48854961832061,0.48
1-0,39,Reti Opening,white,12,12,True,False,10,6,0.7222222222222222,1.103448275862069,2.9220779220779223,1.974025974025974,36.87012987012987,32.64935064935065,0.55
1-0,39,Dunst Opening,white,8,8,True,False,34,6,0.3333333333333333,0.2857142857142857,3.038961038961039,2.0,35.81818181818182,28.844155844155843,-0.19
0-1,51,Queen's Pawn Opening,black,5,5,True,False,6,10,0.462962962962963,0.4385964912280702,1.91,3.01,32.23,37.13,-1.01
0-1,46,Benko's Opening,black,7,7,True,True,20,10,0.7000000000000001,0.6538461538461539,2.511111111111111,3.2777777777777777,34.34444444444444,36.888888888888886,0.56
0-1,50,Bird's Opening,black,7,7,True,True,4,20,0.8536585365853658,0.7818181818181817,2.9183673469387754,3.1122448979591835,29.357142857142858,34.42857142857143,0.37
0-1,111,English Opening,black,17,17,True,True,30,28,0.24285714285714288,0.186046511627907,1.9136363636363636,2.4863636363636363,27.463636363636365,29.19090909090909,1.04
1-0,46,Reti Opening,white,12,12,False,True,30,20,0.96875,0.8787878787878788,3.1538461538461537,2.340659340659341,38.043956043956044,32.51648351648352,-1.45
0-1,7,Bird's Opening,black,7,7,False,False,0,8,1.0,1.0,1.6666666666666667,1.8333333333333333,27.166666666666668,30.583333333333332,
0-1,59,Bird's Opening,black,18,18,False,False,16,40,0.5344827586206896,0.5106382978723405,2.5344827586206895,2.043103448275862,30.07758620689655,34.10344827586207,0.37
1-0,62,"English, Symmetrical Variation",white,19,19,True,False,40,16,0.8043478260869564,1.357142857142857,2.4878048780487805,2.5772357723577235,34.97560975609756,29.195121951219512,0.12
1-0,45,English Opening,white,11,11,False,False,38,10,1.0,0.5714285714285714,2.842696629213483,2.191011235955056,35.8876404494382,25.314606741573034,1.22
0-1,54,"English, Agincourt Defense",black,6,6,True,True,16,18,0.46875000000000006,1.9333333333333333,2.688679245283019,2.9245283018867925,32.65094339622642,35.367924528301884,0.16
1/2-1/2,116,Reti Opening,draw,7,7,True,True,18,20,0.9431818181818182,0.25757575757575757,1.4565217391304348,1.5565217391304347,22.078260869565216,17.9,-0.47
1-0,113,"English, Symmetrical Variation",white,19,19,True,True,26,22,1.7647058823529413,1.0869565217391304,2.32,2.2933333333333334,26.15111111111111,25.00888888888889,-0.08
0-1,84,Reti Opening,black,10,10,True,True,26,10,0.8095238095238094,0.4024390243902439,1.8253012048192772,2.216867469879518,22.626506024096386,26.313253012048193,-0.19
0-1,56,English Opening,black,13,13,False,True,14,32,0.962962962962963,1.1384615384615384,2.4545454545454546,3.4454545454545453,32.972727272727276,35.61818181818182,0.14
1-0,54,Bird's Opening,white,6,6,True,False,16,4,1.0816326530612246,1.3142857142857143,2.7570093457943927,2.2149532710280373,33.046728971962615,29.85981308411215,-0.11
1-0,54,Reti Opening,white,19,19,True,True,22,8,0.2916666666666667,0.4,3.4299065420560746,2.691588785046729,34.61682242990654,30.345794392523363,0.73
0-1,55,Bird's Opening,black,8,8,True,True,8,12,0.8947368421052632,2.55,2.2777777777777777,2.5925925925925926,26.23148148148148,30.694444444444443,-0.26
0-1,63,English Opening,black,19,19,True,True,8,24,0.3389830508474576,0.8958333333333333,3.0806451612903225,3.653225806451613,30.56451612903226,34.975806451612904,2.2
1-0,50,Bird's Opening,white,11,11,True,True,18,6,2.4782608695652173,1.5833333333333335,2.3434343434343434,2.4646464646464645,31.404040404040405,26.505050505050505,0.55
1-0,78,"English, Symmetrical Variation",white,14,14,True,True,18,12,0.6065573770491803,1.6206896551724137,3.161290322580645,1.9161290322580644,29.664516129032258,25.10967741935484,-0.83
1-0,69,Bird's Opening,white,18,18,True,True,26,22,0.5476190476190477,0.5476190476190477,2.5474452554744524,2.065693430656934,27.56934306569343,26.824817518248175,-0.21
1/2-1/2,184,Queen's Pawn Opening,draw,13,13,False,True,6,18,0.9090909090909091,4.029411764705882,1.3569482288828338,1.8583106267029972,13.501362397820163,24.166212534059945,-0.02
1/2-1/2,130,Bird's Opening,draw,11,11,True,False,28,42,0.6486486486486487,5.526315789473684,2.1196911196911197,2.111969111969112,19.28957528957529,27.513513513513512,-0.9
0-1,57,King' s Pawn Opening,black,13,13,True,True,20,14,1.542857142857143,0.6799999999999999,2.875,2.830357142857143,34.13392857142857,34.13392857142857,0.41
1-0,71,Reti Opening,white,15,15,True,True,20,14,1.1428571428571428,5.000000000000001,2.3404255319148937,1.9716312056737588,30.75177304964539,24.75177304964539,-1.05
0-1,48,"English, Symmetrical Variation",black,19,19,False,True,14,12,1.2857142857142858,1.0222222222222221,2.3191489361702127,2.723404255319149,35.59574468085106,36.319148936170215,0.86
0-1,70,Benko's Opening,black,9,9,False,True,10,26,2.0,2.65,1.9202898550724639,2.3840579710144927,23.702898550724637,30.905797101449274,-0.29
0-1,65,King' s Pawn Opening,black,16,16,True,False,6,38,0.38983050847457623,0.7666666666666666,2.171875,2.734375,28.015625,32.3125,-0.75
0-1,36,Dunst Opening,black,18,18,True,True,10,10,1.4,0.3333333333333333,3.5142857142857142,2.3714285714285714,33.1,35.0,1.0
1-0,69,Benko's Opening,white,19,19,True,True,10,4,0.6,1.722222222222222,2.9562043795620436,2.5328467153284673,32.75182481751825,28.64963503649635,-0.03
1-0,44,Dunst Opening,white,10,10,False,False,10,12,2.1666666666666665,1.7499999999999998,3.413793103448276,1.8620689655172413,33.701149425287355,28.057471264367816,0.5
0-1,31,Bird's Opening,black,6,6,True,False,12,4,0.6129032258064515,0.425,2.2,2.8666666666666667,32.88333333333333,34.266666666666666,3.07
1-0,41,Queen's Pawn Opening,white,20,20,True,False,22,8,2.7,0.64,3.3950617283950617,2.074074074074074,36.641975308641975,25.962962962962962,-0.16
0-1,72,Reti Opening,black,17,17,True,True,8,22,0.5454545454545455,1.3636363636363638,2.267605633802817,2.0211267605633805,23.1056338028169,28.295774647887324,1.02
0-1,95,Queen's Pawn Opening,black,6,6,True,False,14,10,0.9565217391304347,1.82,1.9680851063829787,2.5319148936170213,26.398936170212767,30.888297872340427,-0.52
1-0,30,Reti Opening,white,7,7,True,False,16,18,0.6896551724137931,1.0,2.9152542372881354,2.593220338983051,33.67796610169491,31.796610169491526,4.47
0-1,67,Bird's Opening,black,6,6,False,False,16,10,0.48936170212765956,1.5384615384615383,2.5,2.1136363636363638,25.545454545454547,31.234848484848484,-0.71
0-1,71,Larsen's Opening,black,17,17,True,False,16,16,0.45652173913043476,0.5,1.8428571428571427,2.8642857142857143,25.271428571428572,33.392857142857146,0.47
1-0,19,Dunst Opening,white,10,10,False,False,12,0,1.1111111111111112,0.6923076923076923,3.324324324324324,2.4324324324324325,34.16216216216216,33.75675675675676,0.59
1-0,30,Larsen's Opening,white,20,20,False,False,10,6,1.3636363636363635,1.6315789473684212,3.5762711864406778,1.9661016949152543,35.13559322033898,32.79661016949152,-0.64
0-1,95,Benko's Opening,black,9,9,False,False,16,12,1.0555555555555556,1.5208333333333335,2.122340425531915,2.4468085106382977,25.329787234042552,29.409574468085108,-0.61
1-0,83,Larsen's Opening,white,18,18,True,True,14,12,0.873015873015873,0.74,2.3212121212121213,2.1272727272727274,30.303030303030305,25.69090909090909,-0.08
0-1,49,Queen's Pawn Opening,black,6,6,False,True,20,16,2.4,0.4489795918367347,2.9583333333333335,2.8020833333333335,30.510416666666668,33.71875,-0.34
0-1,65,Larsen's Opening,black,11,11,True,False,8,10,0.8636363636363636,0.8181818181818182,1.453125,2.328125,22.140625,24.21875,0.58
0-1,62,Benko's Opening,black,8,8,True,True,8,28,1.1379310344827587,0.8749999999999999,2.0,2.8278688524590163,21.34426229508197,32.68032786885246,0.07
1-0,98,Reti Opening,white,13,13,True,True,8,14,2.625,2.25,2.246153846153846,1.882051282051282,27.764102564102565,22.348717948717947,0.74
1-0,71,Larsen's Opening,white,20,20,True,True,16,12,1.5526315789473684,1.0517241379310345,2.5815602836879434,2.602836879432624,33.86524822695036,28.127659574468087,0.19
1-0,32,English Opening,white,19,19,False,False,18,28,1.0,3.125,3.0952380952380953,2.111111111111111,36.492063492063494,29.96825396825397,0.18
1-0,50,Queen's Indian Defense,white,12,12,True,True,24,6,0.5757575757575758,0.5396825396825397,2.6464646464646466,3.0,36.04040404040404,33.95959595959596,0.91
1-0,54,English Opening,white,19,19,False,True,20,4,1.5319148936170213,1.0,3.392523364485981,2.205607476635514,38.32710280373832,31.037383177570092,-0.83
0-1,39,Reti Opening,black,9,9,True,True,8,4,0.489795918367347,0.5454545454545455,3.0921052631578947,2.8421052631578947,35.921052631578945,34.73684210526316,-0.01
0-1,65,Queen's Pawn Opening,black,17,17,False,False,12,20,0.84,0.985294117647059,3.03125,2.4453125,28.84375,30.71875,-0.21
0-1,43,Bird's Opening,black,20,20,True,True,12,38,0.689655172413793,0.6785714285714286,3.1666666666666665,2.9166666666666665,31.571428571428573,33.23809523809524,0.05
0-1,113,Reti Opening,black,17,17,True,False,16,18,0.5,0.7008547008547008,1.1696428571428572,2.4419642857142856,21.022321428571427,26.397321428571427,1.38
0-1,52,Queen's Pawn Opening,black,20,20,True,True,22,18,0.6666666666666667,1.3055555555555556,2.127450980392157,2.7745098039215685,27.127450980392158,31.470588235294116,0.05
1/2-1/2,181,Queen's Pawn Opening,draw,14,14,True,False,20,24,0.1773049645390071,2.5857142857142854,1.7583333333333333,2.0805555555555557,21.966666666666665,20.46388888888889,0.57
1-0,49,Reti Opening,white,15,15,True,True,8,12,3.411764705882353,1.3076923076923077,2.443298969072165,2.0,32.70103092783505,28.298969072164947,0.14
0-1,38,Bird's Opening,black,15,15,True,False,12,8,0.6571428571428573,1.1304347826086956,2.7432432432432434,2.6621621621621623,34.391891891891895,33.7972972972973,-1.58
0-1,69,King' s Pawn Opening,black,14,14,True,True,14,24,0.4864864864864865,1.5454545454545456,1.6176470588235294,2.088235294117647,26.139705882352942,32.0,-0.75
0-1,95,Benko's Opening,black,13,13,False,True,10,16,0.4782608695652174,1.025974025974026,1.8617021276595744,2.6968085106382977,20.159574468085108,29.388297872340427,-0.05
0-1,47,English Opening,black,19,19,True,True,6,2,1.0,1.087719298245614,3.369565217391304,2.597826086956522,34.29347826086956,35.130434782608695,0.05
1-0,29,Benko's Opening,white,7,7,True,True,20,2,0.75,1.476190476190476,3.192982456140351,3.175438596491228,34.91228070175438,35.333333333333336,-0.64
1/2-1/2,140,English Opening,draw,11,11,True,True,32,22,0.4705882352941177,0.4901960784313726,2.039426523297491,1.8709677419354838,17.61648745519713,28.032258064516128,-0.24
0-1,48,Queen's Pawn Opening,black,6,6,True,True,16,20,0.8235294117647058,0.546875,2.521276595744681,3.25531914893617,34.97872340425532,37.88297872340426,-0.35
0-1,46,Benko's Opening,black,19,19,True,True,8,12,0.6341463414634146,0.8888888888888888,2.433333333333333,3.0555555555555554,33.31111111111111,36.977777777777774,0.93
1-0,18,English Opening,white,19,19,False,False,18,6,0.75,1.222222222222222,2.142857142857143,2.342857142857143,35.08571428571429,31.057142857142857,1.86
1-0,70,Queen's Pawn Opening,white,17,17,True,True,18,2,2.7857142857142856,0.5901639344262295,2.5179856115107913,1.7553956834532374,29.302158273381295,22.07913669064748,1.08
1-0,53,Bird's Opening,white,10,10,False,False,54,2,0.7073170731707317,0.6976744186046511,3.066666666666667,2.2095238095238097,36.04761904761905,23.152380952380952,-0.73
1-0,83,Queen's Pawn Opening,white,20,20,False,False,20,22,0.5921052631578948,2.1,2.890909090909091,2.503030303030303,31.175757575757576,26.266666666666666,-0.08
0-1,40,Queen's Pawn Opening,black,15,15,True,False,26,18,0.9249999999999999,0.5609756097560975,2.8974358974358974,2.5641025641025643,38.19230769230769,35.73076923076923,-0.44
1-0,77,Dunst Opening,white,5,5,False,False,32,14,2.2857142857142856,1.0327868852459017,2.2222222222222223,2.7908496732026142,30.130718954248366,33.90196078431372,-0.86
1-0,92,Benko's Opening,white,10,10,True,False,22,16,0.5918367346938775,1.0526315789473684,2.6885245901639343,1.7814207650273224,30.792349726775956,22.081967213114755,-0.86
0-1,57,Dunst Opening,black,17,17,False,False,14,28,1.0555555555555556,1.2432432432432432,2.142857142857143,2.7857142857142856,22.741071428571427,32.30357142857143,-0.71
0-1,55,"English, Agincourt Defense",black,8,8,False,True,8,24,0.9444444444444445,1.8461538461538463,3.185185185185185,3.435185185185185,32.388888888888886,35.51851851851852,-0.25
1-0,73,Larsen's Opening,white,6,6,False,True,4,12,0.8965517241379312,0.9361702127659575,3.2551724137931033,2.1862068965517243,28.17241379310345,23.255172413793105,0.41
1-0,50,Dunst Opening,white,5,5,True,False,18,12,3.5,0.26530612244897955,3.202020202020202,2.1414141414141414,37.16161616161616,29.949494949494948,-0.11
1-0,71,English Opening,white,15,15,False,False,28,14,2.541666666666667,0.5714285714285714,2.5602836879432624,1.9929078014184398,27.163120567375888,21.5177304964539,-0.18
0-1,41,Larsen's Opening,black,20,20,True,False,8,12,1.1379310344827587,0.5172413793103448,2.5875,2.875,29.775,33.3,0.14
1-0,69,Reti Opening,white,5,5,True,True,12,24,1.853658536585366,0.6041666666666667,2.2554744525547443,1.7518248175182483,30.072992700729927,26.036496350364963,2.52
0-1,46,"English, Symmetrical Variation",black,16,16,False,False,20,32,1.1666666666666665,0.65,1.8666666666666667,2.8555555555555556,26.0,37.3,-2.18
1-0,62,Benko's Opening,white,12,12,False,True,20,10,0.5874999999999999,0.4507042253521127,2.991869918699187,2.4715447154471546,33.6260162601626,31.0,1.05
1-0,50,"English, Symmetrical Variation",white,11,11,False,False,18,22,0.6499999999999999,0.42592592592592593,2.5757575757575757,2.5555555555555554,33.09090909090909,34.06060606060606,-0.51
0-1,36,Queen's Pawn Opening,black,17,17,True,True,6,10,0.8823529411764706,1.4642857142857142,3.142857142857143,2.3285714285714287,32.27142857142857,33.22857142857143,0.59
0-1,63,Benko's Opening,black,20,20,True,True,16,28,0.8666666666666667,0.5405405405405406,2.1451612903225805,2.5080645161290325,27.06451612903226,33.274193548387096,1.13
1-0,61,Bird's Opening,white,15,15,False,False,22,12,0.3048780487804878,0.39344262295081966,3.4545454545454546,1.9090909090909092,35.082644628099175,25.214876033057852,0.0
1-0,43,Reti Opening,white,9,9,True,True,10,8,0.6530612244897959,0.5818181818181818,3.3176470588235296,2.6470588235294117,36.470588235294116,33.95294117647059,0.11
0-1,51,Reti Opening,black,5,5,True,True,8,8,0.5714285714285714,1.3846153846153846,2.65,2.35,29.32,33.58,0.94
0-1,56,Queen's Pawn Opening,black,17,17,True,False,12,18,1.227272727272727,3.214285714285714,2.536363636363636,2.7545454545454544,28.545454545454547,33.00909090909091,0.76
0-1,75,Benko's Opening,black,15,15,False,False,18,28,1.8918918918918919,0.3026315789473684,2.4324324324324325,2.3378378378378377,29.2972972972973,35.9527027027027,0.95
1-0,44,King' s Pawn Opening,white,6,6,True,False,20,12,0.717391304347826,1.0294117647058825,2.9885057471264367,2.206896551724138,37.747126436781606,29.402298850574713,2.07
0-1,68,King' s Pawn Opening,black,14,14,False,False,2,10,0.4444444444444444,0.23529411764705885,1.9179104477611941,2.2686567164179103,23.574626865671643,27.761194029850746,0.25
1-0,40,Benko's Opening,white,11,11,True,True,22,10,0.5128205128205128,0.4090909090909091,2.962025316455696,3.430379746835443,34.151898734177216,35.68354430379747,-0.99
0-1,87,Dunst Opening,black,7,7,False,False,16,18,2.0,2.142857142857143,2.2790697674418605,2.2790697674418605,25.430232558139537,28.63953488372093,-0.03
0-1,53,Dunst Opening,black,5,5,False,True,12,14,1.0454545454545454,0.9166666666666666,2.701923076923077,2.798076923076923,29.96153846153846,32.35576923076923,-0.25
0-1,52,Queen's Pawn Opening,black,19,19,True,False,4,12,0.35000000000000003,0.7999999999999999,2.480392156862745,2.784313725490196,29.941176470588236,35.254901960784316,0.77
1-0,35,Benko's Opening,white,13,13,True,True,30,16,0.9166666666666666,1.5357142857142856,2.927536231884058,2.5652173913043477,38.18840579710145,30.10144927536232,0.43
1-0,46,Dunst Opening,white,15,15,True,False,20,2,3.4375,0.3243243243243243,3.4945054945054945,2.241758241758242,37.395604395604394,29.52747252747253,-0.23
0-1,53,King' s Pawn Opening,black,9,9,True,True,12,20,0.3958333333333333,0.5918367346938777,2.230769230769231,2.6826923076923075,26.75,30.98076923076923,0.71
0-1,28,English Opening,black,11,11,True,True,10,8,1.4761904761904763,2.25,3.259259259259259,2.9444444444444446,35.074074074074076,34.81481481481482,1.06
0-1,44,Larsen's Opening,black,9,9,False,True,18,34,1.4193548387096775,0.25862068965517243,2.8488372093023258,3.2209302325581395,29.372093023255815,40.31395348837209,-3.95
1-0,55,Reti Opening,white,17,17,True,False,24,12,0.4347826086956522,0.2790697674418605,3.256880733944954,1.6330275229357798,37.51376146788991,26.458715596330276,0.49
1-0,73,English Opening,white,19,19,False,True,24,26,0.3225806451612903,0.3148148148148148,2.7586206896551726,2.4,33.43448275862069,28.048275862068966,2.09
1/2-1/2,189,Dunst Opening,draw,17,17,True,False,10,6,1.3076923076923077,3.58974358974359,1.429708222811671,1.93368700265252,13.379310344827585,21.72944297082228,-1.76
