result,total_moves,opening,winner,white_skill,black_skill,white_castled,black_castled,opposite_side_castle,white_sacrifices,black_sacrifices,w_knight_to_bishop,b_knight_to_bishop,w_center_control,b_center_control,white_piece_activity,black_piece_activity,eval_after_move_15
0-1,73,Dunst Opening,black,12,12,True,True,False,6,22,0.8928571428571429,1.1388888888888888,2.423611111111111,2.9791666666666665,28.569444444444443,33.979166666666664,-0.56
0-1,90,Larsen's Opening,black,20,20,True,True,False,24,20,0.5892857142857143,1.4516129032258065,2.5730337078651684,2.258426966292135,24.084269662921347,29.25842696629213,0.35
1/2-1/2,74,Larsen's Opening,draw,9,9,True,True,True,24,16,1.6250000000000002,2.2307692307692304,1.808219178082192,1.8835616438356164,24.616438356164384,25.267123287671232,-1.48
1-0,24,Dunst Opening,white,8,8,True,True,False,6,0,0.56,0.8636363636363636,3.25531914893617,3.191489361702128,36.93617021276596,34.8936170212766,-0.21
0-1,61,Dunst Opening,black,11,11,False,False,False,8,34,1.3947368421052633,0.3375,2.433333333333333,3.35,28.383333333333333,38.0,0.16
1-0,31,"English, Symmetrical Variation",white,16,16,True,True,True,62,20,0.7619047619047619,0.7575757575757576,2.672131147540984,3.1639344262295084,35.83606557377049,34.67213114754098,-1.42
1-0,63,Dunst Opening,white,9,9,True,True,False,2,6,1.4722222222222223,0.7111111111111111,2.944,3.064,30.6,27.632,0.67
1-0,47,Trompowsky Attack,white,10,10,True,False,False,22,8,0.9375,0.6140350877192984,2.6559139784946235,2.4516129032258065,34.59139784946237,29.397849462365592,4.36
0-1,35,Larsen's Opening,black,10,10,True,True,True,22,30,0.8157894736842105,1.15,2.75,2.647058823529412,30.705882352941178,39.77941176470589,0.46
0-1,39,Dunst Opening,black,8,8,True,False,False,2,6,1.1666666666666663,0.3714285714285714,2.236842105263158,2.4473684210526314,26.30263157894737,34.4078947368421,-0.03
1-0,50,Benko's Opening,white,18,18,True,True,False,14,18,1.5757575757575757,1.606060606060606,3.0707070707070705,2.656565656565657,32.474747474747474,30.949494949494948,0.4
0-1,20,English Opening,black,5,5,False,False,False,2,10,0.5,0.6923076923076923,2.289473684210526,2.263157894736842,32.71052631578947,34.13157894736842,-4.46
0-1,48,Reti Opening,black,18,18,True,False,False,4,36,0.4285714285714285,0.6086956521739131,1.819148936170213,2.882978723404255,21.117021276595743,31.648936170212767,-0.6
0-1,40,Reti Opening,black,10,10,True,True,False,14,4,1.2142857142857144,0.3269230769230769,2.641025641025641,3.0,35.03846153846154,35.205128205128204,0.88
0-1,67,English Opening,black,12,12,True,True,False,14,20,1.352941176470588,0.921875,2.621212121212121,2.75,28.60606060606061,33.56060606060606,-0.51
0-1,81,Queen's Pawn Opening,black,16,16,True,True,True,20,30,0.6904761904761906,0.3981481481481481,2.55,2.6,28.60625,31.76875,0.43
1-0,36,English Opening,white,16,16,True,True,True,20,6,0.5,0.9666666666666666,2.7464788732394365,2.352112676056338,34.74647887323944,30.901408450704224,-1.51
0-1,53,Bird's Opening,black,9,9,True,True,False,2,16,1.3,1.9523809523809528,2.4038461538461537,2.2115384615384617,24.634615384615383,28.615384615384617,-0.07
0-1,107,Bird's Opening,black,13,13,True,True,False,18,70,3.7647058823529416,3.0,1.599056603773585,2.693396226415094,19.891509433962263,30.67924528301887,1.0
1-0,62,English Opening,white,10,10,True,False,False,22,6,1.2173913043478262,3.4,3.2195121951219514,2.382113821138212,32.260162601626014,27.11382113821138,1.21
1-0,43,Benko's Opening,white,15,15,True,True,False,12,12,0.8867924528301886,1.3333333333333333,3.2588235294117647,2.752941176470588,36.71764705882353,34.8235294117647,0.04
0-1,82,Dunst Opening,black,13,13,False,True,False,12,14,0.3157894736842105,0.171875,2.271604938271605,1.5246913580246917,22.48148148148148,26.901234567901238,1.15
0-1,92,Reti Opening,black,13,13,True,True,False,18,36,0.3666666666666667,0.7384615384615384,2.2362637362637363,2.543956043956044,29.802197802197803,32.51648351648352,0.21
1-0,44,Benko's Opening,white,8,8,False,False,False,22,12,0.9666666666666666,1.0,2.8160919540229883,1.6436781609195403,31.735632183908045,26.7816091954023,0.26
1/2-1/2,119,Dunst Opening,draw,14,14,False,True,False,14,14,2.4705882352941173,1.5405405405405406,2.305084745762712,1.6991525423728813,29.54661016949153,18.96186440677966,-1.93
0-1,14,Queen's Pawn Opening,black,17,17,False,False,False,2,0,1.0,1.0,3.076923076923077,1.8846153846153848,35.34615384615385,30.53846153846154,-0.5
1-0,73,Larsen's Opening,white,19,19,True,True,False,30,2,0.8823529411764706,0.3086419753086419,2.9172413793103447,2.786206896551724,32.73793103448276,28.82068965517241,-0.38
1-0,33,Bird's Opening,white,13,13,False,False,False,20,18,0.8620689655172415,1.4,3.0307692307692307,2.230769230769231,34.90769230769231,36.246153846153845,-0.52
0-1,74,Larsen's Opening,black,13,13,False,True,False,14,30,1.611111111111111,1.9090909090909092,1.9589041095890407,2.7739726027397262,26.253424657534246,31.58904109589041,-1.26
1-0,25,Queen's Pawn Opening,white,12,12,True,True,False,8,8,0.8823529411764706,0.9705882352941176,2.979591836734694,2.4081632653061225,37.53061224489796,33.3469387755102,1.82
1-0,91,Larsen's Opening,white,13,13,True,False,False,18,8,2.533333333333333,0.5205479452054794,2.9613259668508287,1.5469613259668509,29.640883977900558,21.895027624309392,-1.2
1-0,109,Bird's Opening,white,19,19,False,True,False,24,12,0.4042553191489361,0.7708333333333334,2.225806451612903,1.433179723502304,28.52995391705069,20.382488479262676,-1.51
0-1,91,Dunst Opening,black,6,6,True,True,False,14,24,0.639344262295082,0.4864864864864864,2.316666666666667,2.683333333333333,29.13888888888889,35.37222222222222,-0.64
0-1,45,Queen's Pawn Game,black,5,5,True,True,False,14,30,0.6799999999999999,2.0,2.0454545454545454,2.852272727272727,26.931818181818183,35.72727272727273,0.28
0-1,73,English Opening,black,18,18,False,True,False,8,22,0.5111111111111112,0.98,2.298611111111111,3.138888888888889,27.70138888888889,34.0625,-0.12
1-0,36,Reti Opening,white,16,16,True,True,False,12,8,0.9756097560975612,0.9130434782608696,2.676056338028169,2.971830985915493,34.605633802816904,33.15492957746479,0.87
0-1,55,Benko's Opening,black,17,17,False,False,False,12,10,1.4545454545454546,0.9743589743589745,2.7685185185185186,2.6203703703703702,31.064814814814813,33.80555555555556,-0.28
1-0,58,Benko's Opening,white,10,10,True,True,False,24,20,1.5526315789473684,1.2972972972972974,3.0,2.3217391304347825,32.92173913043478,25.139130434782608,0.48
1-0,65,Bird's Opening,white,14,14,True,True,False,40,10,0.5121951219512195,0.8181818181818182,2.682170542635659,2.031007751937985,34.457364341085274,27.286821705426355,-0.38
1-0,106,Benko's Opening,white,16,16,True,False,False,34,24,1.4285714285714288,0.3278688524590164,2.6208530805687205,1.2227488151658767,29.450236966824644,21.57345971563981,-0.88
1-0,47,Bird's Opening,white,12,12,True,False,False,6,0,0.76,0.5405405405405405,2.860215053763441,1.5053763440860215,36.096774193548384,23.49462365591398,2.39
0-1,57,Queen's Pawn Opening,black,14,14,True,True,True,8,14,1.5666666666666669,0.7580645161290324,2.1160714285714284,2.875,26.392857142857142,32.9375,-0.25
0-1,27,Bird's Opening,black,7,7,False,True,False,8,4,0.5277777777777778,0.8928571428571428,3.0384615384615383,2.6923076923076925,35.25,33.92307692307692,-0.19
0-1,48,King' s Pawn Opening,black,5,5,True,False,False,8,40,1.096774193548387,0.15625,2.351063829787234,2.9468085106382977,30.97872340425532,35.01063829787234,1.16
1-0,118,Benko's Opening,white,7,7,True,True,False,22,8,0.3738317757009346,0.2698412698412698,2.48936170212766,2.2638297872340427,28.208510638297877,24.672340425531917,0.01
1-0,51,King' s Pawn Opening,white,8,8,True,False,False,14,14,1.2,0.375,2.693069306930693,2.049504950495049,32.13861386138614,25.37623762376237,0.87
0-1,82,Larsen's Opening,black,20,20,True,True,False,12,40,1.0,1.5000000000000002,2.2777777777777777,2.08641975308642,23.19135802469136,30.679012345679013,-0.15
1-0,24,Bird's Opening,white,17,17,True,True,True,10,6,0.7037037037037037,0.8125,3.276595744680851,3.021276595744681,34.255319148936174,35.12765957446808,-1.6
1-0,77,Dunst Opening,white,18,18,True,False,False,30,30,0.5272727272727272,0.8181818181818182,3.2222222222222223,1.7189542483660132,32.30065359477124,25.9281045751634,-0.07
1-0,47,Bird's Opening,white,8,8,True,True,True,26,14,0.84,1.3214285714285716,2.505376344086021,2.6666666666666665,33.55913978494624,27.344086021505376,-1.39
1-0,55,Queen's Pawn Opening,white,12,12,True,True,False,32,22,1.806451612903226,1.9032258064516128,3.412844036697248,3.018348623853211,36.61467889908257,33.06422018348624,0.7
0-1,45,Dunst Opening,black,11,11,False,False,False,26,28,0.8148148148148148,0.7500000000000001,2.375,3.113636363636364,27.931818181818183,34.95454545454545,-4.53
1-0,36,Larsen's Opening,white,17,17,False,True,False,16,8,0.4791666666666667,0.3571428571428571,3.014084507042253,2.591549295774648,38.84507042253521,31.91549295774648,-0.56
0-1,55,Queen's Pawn Opening,black,16,16,False,True,False,10,16,0.8372093023255814,0.673469387755102,2.740740740740741,2.055555555555556,28.33333333333333,29.78703703703704,0.95
1-0,97,Alekhine's Defense,white,5,5,True,True,False,20,16,0.4102564102564103,0.4629629629629629,2.528497409326425,1.093264248704663,29.72538860103627,19.497409326424872,-0.08
1-0,67,Dunst Opening,white,11,11,False,False,False,10,2,0.3777777777777777,0.3333333333333332,2.796992481203008,2.6390977443609023,35.02255639097744,30.43609022556391,0.91
1-0,29,Bird's Opening,white,16,16,True,True,False,10,6,0.7105263157894737,0.8157894736842105,2.9649122807017543,3.789473684210526,32.50877192982456,37.36842105263158,-0.32
0-1,74,Reti Opening,black,15,15,False,True,False,16,28,0.4666666666666666,1.5,2.287671232876712,2.3013698630136985,24.73972602739726,32.21917808219178,0.37
1-0,79,Bird's Opening,white,12,12,True,False,False,14,20,0.2911392405063291,0.4666666666666667,2.8471337579617835,2.484076433121019,33.64331210191083,26.29936305732484,0.25
1-0,77,English Opening,white,18,18,True,True,False,26,8,0.9117647058823528,0.4242424242424242,2.594771241830065,2.2679738562091503,32.50326797385621,22.751633986928105,0.27
0-1,63,"English, Symmetrical Variation",black,18,18,True,True,False,4,14,2.6666666666666665,4.733333333333333,1.653225806451613,2.4516129032258065,22.346774193548388,31.66935483870968,0.05
1-0,40,King' s Pawn Opening,white,20,20,True,True,False,22,10,0.9743589743589745,0.6923076923076923,3.2278481012658227,2.8860759493670884,37.54430379746835,33.88607594936709,0.15
0-1,58,Bird's Opening,black,8,8,True,True,False,2,4,2.8666666666666667,1.9333333333333331,1.1929824561403508,2.3508771929824563,22.5,30.75438596491228,-0.5
1-0,71,Benko's Opening,white,7,7,True,True,False,14,12,4.6923076923076925,0.5333333333333333,2.8652482269503547,1.6382978723404256,28.23404255319149,23.170212765957448,0.16
0-1,38,Bird's Opening,black,15,15,True,True,False,4,8,1.0967741935483872,0.3,2.716216216216216,2.22972972972973,30.905405405405407,33.351351351351354,-0.64
1-0,57,King' s Pawn Opening,white,8,8,False,True,False,14,12,1.1355932203389831,0.84375,2.5486725663716814,2.6106194690265485,34.13274336283186,26.876106194690266,0.96
0-1,48,King' s Pawn Opening,black,5,5,True,False,False,12,14,0.8431372549019608,0.76,2.2127659574468086,2.925531914893617,31.56382978723404,38.35106382978724,-0.72
0-1,51,Dunst Opening,black,13,13,False,False,False,12,20,3.2142857142857144,0.6578947368421053,3.05,2.77,31.59,34.21,0.01
0-1,66,Bird's Opening,black,10,10,True,False,False,10,24,0.6470588235294118,0.53125,1.4,2.9692307692307693,22.67692307692308,29.130769230769232,-0.67
0-1,47,English Opening,black,20,20,True,True,False,26,4,0.75,1.2758620689655171,3.239130434782609,2.641304347826087,34.43478260869565,35.0,0.45
1/2-1/2,73,Benko's Opening,draw,6,6,True,True,True,18,26,0.7,0.9705882352941176,2.696551724137931,1.3724137931034484,32.50344827586207,29.22068965517241,0.89
1-0,43,English Opening,white,10,10,True,False,False,18,26,0.4791666666666667,0.6046511627906976,2.764705882352941,3.3058823529411763,35.188235294117646,35.63529411764706,0.5
1-0,40,Reti Opening,white,7,7,True,True,False,6,8,0.606060606060606,0.7631578947368421,3.59493670886076,2.6202531645569622,36.63291139240506,31.240506329113924,0.58
0-1,78,Queen's Pawn Opening,black,12,12,True,True,False,14,24,1.5,0.7068965517241379,2.2142857142857144,2.6818181818181817,25.850649350649352,31.47402597402597,0.41
1-0,69,Reti Opening,white,11,11,True,True,False,14,12,0.7887323943661972,0.6615384615384615,2.875912408759124,1.948905109489051,35.197080291970806,24.94160583941606,0.63
0-1,82,Benko's Opening,black,14,14,True,True,False,32,40,0.4696969696969696,0.7755102040816326,2.388888888888889,2.7098765432098766,26.50617283950617,30.3641975308642,-0.05
1-0,95,Larsen's Opening,white,9,9,True,False,False,30,14,0.813953488372093,1.3333333333333333,2.275132275132276,1.9523809523809523,30.55026455026455,21.857142857142858,-1.53
0-1,33,Benko's Opening,black,15,15,True,True,False,18,8,0.8965517241379312,2.3157894736842106,2.4375,2.953125,34.46875,33.609375,-0.03
1/2-1/2,136,Reti Opening,draw,12,12,True,True,False,16,24,1.1346153846153848,4.115384615384616,1.2915129151291511,3.077490774907749,18.70110701107011,27.47970479704797,1.58
1-0,75,King' s Pawn Opening,white,16,16,True,False,False,10,14,0.6444444444444444,0.3928571428571429,2.7114093959731544,2.664429530201342,35.369127516778526,28.93959731543624,0.43
1-0,48,English Opening,white,18,18,True,True,False,32,18,0.6222222222222222,0.65,2.768421052631579,3.284210526315789,34.90526315789474,34.294736842105266,0.5
1-0,28,Reti Opening,white,7,7,False,False,False,16,14,1.2666666666666666,0.5526315789473685,2.8363636363636364,2.272727272727273,35.8,29.618181818181817,-0.28
1-0,61,Larsen's Opening,white,7,7,True,False,False,14,16,0.8695652173913042,1.1578947368421053,2.338842975206612,1.3636363636363635,29.59504132231405,23.84297520661157,-0.48
0-1,75,Dunst Opening,black,9,9,False,True,False,16,34,0.3333333333333333,1.4827586206896552,2.2432432432432434,1.5675675675675675,24.574324324324323,27.06756756756757,1.34
1-0,62,King' s Pawn Opening,white,20,20,True,True,False,62,16,0.8421052631578947,0.7000000000000001,2.8536585365853657,2.365853658536585,32.41463414634146,25.77235772357724,1.05
1-0,84,Larsen's Opening,white,11,11,False,True,False,12,0,0.8833333333333333,1.368421052631579,2.7664670658682637,2.3652694610778444,29.87425149700599,23.538922155688624,-0.39
0-1,83,English Opening,black,6,6,True,True,True,18,22,1.9666666666666668,0.5,1.8353658536585369,2.664634146341464,26.896341463414632,29.74390243902439,-0.3
1-0,56,"English, King's Indian Variation",white,13,13,True,True,False,34,20,0.4,1.236842105263158,3.2882882882882885,2.4504504504504503,35.4954954954955,30.126126126126128,0.33
0-1,52,Alekhine's Defense,black,12,12,True,True,True,24,22,1.7916666666666663,2.72,2.107843137254902,2.127450980392157,32.78431372549019,32.01960784313726,-0.46
0-1,39,Benko's Opening,black,12,12,False,False,False,4,18,1.1666666666666663,0.8285714285714285,3.039473684210526,2.421052631578948,34.10526315789474,35.11842105263158,0.27
1-0,36,Benko's Opening,white,13,13,True,True,True,22,8,0.8076923076923077,1.1904761904761905,2.591549295774648,3.014084507042253,35.04225352112676,33.7887323943662,-0.29
0-1,89,Queen's Pawn Opening,black,14,14,False,False,True,22,30,1.0,0.703125,2.5056818181818183,3.0056818181818183,33.01136363636363,35.71590909090909,1.28
1/2-1/2,117,Larsen's Opening,draw,20,20,True,False,False,22,10,0.625,0.6,1.5905172413793105,1.7241379310344829,21.01293103448276,17.32758620689655,-0.3
0-1,50,Benko's Opening,black,7,7,True,True,False,14,10,0.9285714285714284,1.0576923076923077,3.397959183673469,3.306122448979592,35.09183673469388,35.61224489795919,0.6
1/2-1/2,141,"English, Symmetrical Variation",draw,15,15,True,True,True,22,14,0.1409395973154362,0.311111111111111,1.6939501779359432,1.686832740213523,21.98220640569395,21.36298932384341,0.51
1-0,74,Queen's Pawn Opening,white,7,7,False,True,False,14,16,0.8387096774193549,0.7666666666666667,2.292517006802721,2.251700680272109,30.537414965986397,23.82312925170068,0.0
0-1,30,Bird's Opening,black,6,6,True,True,False,10,4,0.9696969696969698,1.0312499999999998,2.4827586206896552,2.5,30.224137931034484,34.310344827586206,-0.62
1-0,71,Dunst Opening,white,9,9,True,False,False,30,20,0.5833333333333334,1.2037037037037035,3.269503546099291,1.8297872340425527,37.70212765957447,29.163120567375888,-0.04
0-1,59,Reti Opening,black,6,6,True,True,True,16,10,0.6530612244897959,0.7833333333333332,2.8189655172413794,3.034482758620689,33.5,34.85344827586207,0.17
1-0,61,Larsen's Opening,white,17,17,True,True,False,10,6,1.1304347826086956,0.9534883720930232,3.289256198347108,2.0,33.049586776859506,25.39669421487603,-0.23
1/2-1/2,152,Queen's Pawn Opening,draw,6,6,True,True,True,16,12,1.3636363636363635,2.625,1.4602649006622517,1.1655629139072847,22.556291390728475,15.248344370860927,1.74
1-0,42,Reti Opening,white,17,17,True,True,False,14,6,1.1842105263157894,1.2307692307692308,2.783132530120482,2.927710843373494,32.89156626506024,31.3855421686747,-0.43
0-1,78,Reti Opening,black,8,8,True,False,False,32,50,4.923076923076923,1.1428571428571428,2.448051948051948,2.0324675324675323,30.006493506493506,31.11688311688312,0.95
1-0,46,Bird's Opening,white,8,8,True,True,True,38,8,0.6799999999999999,1.125,3.340659340659341,2.2527472527472527,37.05494505494506,28.802197802197803,-0.34
0-1,152,Benko's Opening,black,12,12,True,True,False,14,24,0.673076923076923,2.1153846153846154,1.119205298013245,1.5894039735099337,15.6523178807947,22.1523178807947,0.28
0-1,88,Queen's Pawn Opening,black,19,19,True,False,False,22,32,2.25,2.35,2.0517241379310347,2.4827586206896552,22.810344827586206,34.224137931034484,-0.96
